sexo_cliente,region_cliente,nacionalidad_cliente,direccion_cliente,edad_cliente,codigo_cliente,nombre_cliente,numero_hijos_cliente,puntos_acumulados_cliente,estado_civil_cliente,total_compras_cliente,fecha_nacimiento_cliente,profesion_cliente
Hombre,Norteamerica,Estados-Unidos,22-Elizabeth-St -New-York--NY-10013,73,0196611P,Porter-Gerald,2,10,Casado/a,2,1945-03-31,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,Dachauer-Strasse-21--Munchen,60,2949160K,Kodan-Henry,0,5,Soltero/a,4,1958-03-07,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,443-S-State-Road-7 -Plantation--FL-33039,83,1310746W,Wood-Hugh,0,6,Soltero/a,11,1935-12-10,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,8-Cortlandt-St -New-York--NY-10011,59,3276856S,Sullivan-Edgar,3,18,Divorciado/a,12,1959-06-15,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,Selwood-Terrace--London-NW1,82,0917546B,Bush-David,1,10,Divorciado/a,6,1936-12-15,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Via-Napo-Torriani-28 --Milano,85,2162690D,Diez-Duran-Rosa,0,8,Casado/a,4,1933-09-10,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,33-Rue-des-Ecoles---75002-Paris,59,0524345H,Hill-Mary,0,8,Casado/a,2,1959-09-14,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,Via-Cairoli--29--Milano,44,0589830D,Delight-Restaurant,NULL,13,NULL,6,1974-03-07,Alimentacion
Mujer,Norte-Europa,Reino-Unido,Orchard-Street--London-EC1,107,3407880M,Mckean-Jacqueline,2,21,Casado/a,23,1911-05-18,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Viale-Fulvio-Testi-300 --Milano,65,2687006M,Molina-Escriche-Tomas,0,6,Soltero/a,9,1953-11-28,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Moor-House--London-NW1,95,3604543O,O'Connor-Cristopher,2,17,Divorciado/a,11,1923-05-11,Doctores-&-Profesionales-de-la-Salud
Mujer,Norteamerica,Estados-Unidos,11-Stone-St -New-York--NY-10012,76,2228244S,Sales-Jane,0,7,Soltero/a,9,1942-08-25,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,Isartalstr.-26--Munchen,78,3276809N,Niranthar,NULL,70,NULL,29,1940-03-28,Catering
Hombre,Norte-Europa,Reino-Unido,Marsstr.-16--Munchen,50,1835051K,Kennedy-Tony,0,7,Soltero/a,10,1968-08-08,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,3-Cardington-Street--London-EC3,80,3342354W,Wigens-Gregory,2,10,Casado/a,3,1939-01-04,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Arnulfstrasse-4--Munchen,79,2031671R,Roberts-Cristopher,1,14,Divorciado/a,14,1939-06-13,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Via-Soperga-24 --Milano,50,2228284F,Flores-Rengel-Juana,2,15,Casado/a,15,1968-08-12,Architectos-Decoradores-&-Humanistas
Mujer,Norteamerica,Estados-Unidos,131-6th-Ave -Brooklyn--NY-10015,41,1245204B,Burr-Dorothy,0,13,Casado/a,13,1977-03-27,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Carrera-de-San-Jeronimo--32--3o--Madrid-28020,59,3735609M,Marti-Marquez-Roberto,0,9,Soltero/a,6,1959-05-27,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,79-Rue-Lauriston---75003-Paris,62,1638426S,Scanlon-Jacqueline,0,6,Soltero/a,5,1956-08-08,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,33-St-James'S-Street--London-W2,80,1114127D,Dickinson-Esther,2,18,Divorciado/a,12,1938-03-06,Doctores-&-Profesionales-de-la-Salud
Empresa,Norteamerica,Estados-Unidos,189-Broadway -New-York--NY-10006,96,3211321C,Christa,NULL,17,NULL,17,1922-08-19,Catering
Hombre,Norte-Europa,Reino-Unido,16-Rue-d'Antin---75002-Paris,40,2424857M,Mckay-Arthur,0,16,Soltero/a,19,1978-11-23,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,Harewood-Row--London-EC1,40,2424886B,Blimpie,NULL,7,NULL,6,1978-05-09,Servicios
Mujer,Sur-Europa,Espana,Piazza-SS.Annunziata--3--Florencia,57,2424874S,Serralta-Rodrigo-Eulalia,0,9,Soltero/a,4,1961-06-14,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,9-Rue-des-Ecoles---75003-Paris,41,0786455E,Efemey-Edgar,0,10,Soltero/a,4,1977-01-16,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,La-Puebla--15-2--Madrid-28001,50,4128770T,Tanvir,NULL,12,NULL,21,1968-04-12,Catering
Empresa,Norte-Europa,Reino-Unido,2-Chesham-Street--London-EC1,87,3080233P,Pasta-Restaurant,NULL,12,NULL,5,1932-01-09,Alimentacion
Hombre,Sur-Europa,Espana,largo-Antonio-Sarti--4-Roma,49,3866676C,Carrasco-Carmona-Vicente,0,9,Casado/a,5,1969-07-11,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,via-Cavour--47-Roma,60,2228259S,Sandoval-Romero-Pedro,2,9,Divorciado/a,6,1958-10-08,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,141-Greenwich-St -New-York--NY-10011,54,0917526M,Mckinsey-Lewis,0,5,Soltero/a,2,1964-05-10,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,9-14-Bloomsbury-Street--London-EC1,100,3407893S,Shaver-Jhon,0,10,Soltero/a,5,1918-11-25,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Via-Domodossola-16 --Milano,73,2293770O,Ortega-Gisbert-Monica,0,13,Soltero/a,20,1945-08-21,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,4211-SW-77-Ave -Fort-Lauderdale--FL-33039,71,3473415W,Wigens-Jhon,0,11,Soltero/a,10,1947-10-06,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,1605-Washington-Ave -Miami--FL-33014,54,3604526S,Smith-Alfred,0,8,Soltero/a,1,1964-06-11,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,Bath-Road--London-EC1,73,1638444M,Moore-Elisabeth,0,9,Casado/a,6,1945-12-02,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,V.-Favencia-43-08035-Barcelona,59,0327720S,Sanchez-Noguera-Agustin,0,8,Casado/a,8,1959-09-12,Gerentes-&-Directivos
Mujer,Norteamerica,Estados-Unidos,200-Church-St-Fl-1 -New-York--NY-10010,65,3932177W,Walker-Deborah,0,12,Divorciado/a,8,1953-05-28,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Domodossola-16 --Milano,58,1638428C,Casado-Conesa-Oscar,1,10,Soltero/a,10,1960-08-08,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,via-Due-Macelli--97-Roma,82,2097181S,Sanchez-Noguera-Eusebio,0,9,Casado/a,13,1936-04-17,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,Joaquin-Maria-Lopez--29--Madrid-28034,72,2293807L,Lopez-Martin-Juana,0,6,Soltero/a,10,1946-12-19,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Sant-Gregori-49-08010-Barcelona,69,2228236F,Fuentes-Mohedano-Andrea,0,9,Casado/a,3,1949-04-12,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,Schillerstrasse-6--Munchen,96,2359331T,Tama,NULL,17,NULL,17,1922-02-18,Catering
Hombre,Norteamerica,Estados-Unidos,1081-E-25-St -Hialeah--FL-33023,40,4063267G,Gentle-Mark,0,20,Soltero/a,24,1978-09-25,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,1119-NW-163rd-Dr -Miami--FL-33022,91,3080223P,Payne-Henry,0,8,Divorciado/a,1,1927-04-09,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,6-Rue-des-Acacias---75003-Paris,40,1179688B,Bell-Helen,0,8,Casado/a,6,1978-05-25,Ingenieros-&-Especialistas
Mujer,Norteamerica,Estados-Unidos,833-6-St -Miami--FL-33013,40,0983062O,Oxley-Eve,0,11,Soltero/a,11,1978-11-12,Architectos-Decoradores-&-Humanistas
Mujer,Norteamerica,Estados-Unidos,189-Broadway -New-York--NY-10006,43,2359322H,Humphrey-Jennifer,0,14,Soltero/a,8,1975-01-25,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,350-Oxford-Street--London-EC1,61,3997697G,Grove-Donald,2,7,Casado/a,2,1957-04-26,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Via-Roti-Michelozzi--2--Florencia,45,1835042M,Martinez-Abad-Eulalia,2,9,Divorciado/a,11,1973-04-24,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,Schillerstrasse-24--Munchen,79,0327739S,Sum-Restaurant,NULL,14,NULL,8,1939-01-25,Alimentacion
Mujer,Sur-Europa,Espana,Benilloba-53-08021-Barcelona,45,3539002P,Pereira-Fernandez-Elena,0,7,Soltero/a,2,1973-07-04,Ama-de-Casa
Mujer,Sur-Europa,Espana,Via-Fabio-Filzi-25-B --Milano,65,2949181A,Aguado-Blas-Magdalena,0,7,Casado/a,7,1953-12-12,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,C/-Aragon-82-08022-Barcelona,53,3276836E,Estrada-Guerrero-Alejandro,0,5,Soltero/a,5,1965-02-04,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,144-Rue-de-la-Tombe-Issoire---75001-Paris,75,0524305W,Wood-Mark,0,7,Casado/a,7,1943-04-27,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Anselm-Aracil-24-08027-Barcelona,93,4063279P,Prieto-Puig-Ramon,2,8,Divorciado/a,1,1925-04-14,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Glta.-Puerta-de-Toledo--4--Madrid-28011,52,3407887C,Callado-Calpe-Ramon,2,10,Casado/a,4,1966-11-26,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,99-bis-Rue-de-Rome---75015-Paris,41,3604523S,Skydel-Alfred,0,10,Soltero/a,5,1977-07-17,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Piazza-Oberdan-12 --Milano,53,2228268G,Gimeno-Mas-Ernesto,2,9,Casado/a,1,1965-09-28,Architectos-Decoradores-&-Humanistas
Mujer,Norteamerica,Estados-Unidos,163-Varick-St -New-York--NY-10010,73,1769528L,Locklin-Caroline,0,10,Soltero/a,13,1945-04-19,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,533-Kings-Road--London-NW1,54,2490395S,Stratton-Caroline,2,9,Divorciado/a,3,1964-11-18,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,149-Sullivan-St -New-York--NY-10017,43,1703945G,Gadd-Brian,0,13,Soltero/a,3,1975-04-22,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,190-Hester-St-Fl-1 -New-York--NY-10012,63,3342372G,Griffin-Alfred,0,6,Soltero/a,13,1955-07-18,Ama-de-Casa
Empresa,Norteamerica,Estados-Unidos,85-Avenue-A -New-York--NY-10014,75,3604482A,Azamat,NULL,10,NULL,6,1943-07-21,Catering
Mujer,Sur-Europa,Espana,El-Puig-16-08028-Barcelona,47,1769494P,Padilla-Valverde-Isabel,0,7,Soltero/a,7,1971-03-22,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,via-Crescenzio--78/a-Roma,63,1245212M,Munoz-Nunez-Nestor,0,8,Soltero/a,6,1955-06-17,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,167-Avenue-de-Clichy---75003-Paris,45,0262161Y,Youngman-Jennifer,0,15,Casado/a,16,1973-06-13,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,Frauenstr.-42--Munchen,48,3407926C,Calder-Hugh,0,7,Soltero/a,1,1970-03-08,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,10-Charlotte-Street--London-W2,48,3801150M,Marshall-Joseph,2,10,Divorciado/a,8,1970-01-19,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,St.-Martin'S-Court--London-NW1,40,3538949M,Miller-Hugh,0,9,Soltero/a,7,1978-07-13,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,2a-Planta-Dickens-&-Jones--Regent-Street--London-SW1,93,3080221H,Hetfield-Elisabeth,0,12,Divorciado/a,12,1925-02-22,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,900-W-49th-St -Hialeah--FL-33012,59,3997707S,Stratton-Henry,0,28,Soltero/a,24,1960-01-07,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Corso-Buenos-Aires-42/5 --Milano,76,3866685A,Alvarez-Arenas-FranciscoJavier,3,8,Casado/a,0,1942-07-02,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,555-17-St -Miami--FL-33025,82,1114145S,Sawyer-Alexander,3,20,Divorciado/a,11,1936-03-14,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,General-Castanos--15--2o-Izda.--Madrid-28001,72,0655381M,Montoro-Ortiz-Miguel,0,6,Soltero/a,5,1946-05-15,Gerentes-&-Directivos
Mujer,Norteamerica,Estados-Unidos,115-Montague-St -Brooklyn--NY-10014,72,2424888M,Mclean-Eileen,0,11,Divorciado/a,10,1946-06-02,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,1134-Normandy-Dr -Miami--FL-33012,51,4128807H,Hetfield-Mark,0,9,Soltero/a,11,1967-12-17,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,30-Cathedral-Street--Liverpool-L3-5UX,61,2490393K,King-Lewis,3,8,Divorciado/a,9,1957-12-11,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,1-2-Roseberry-Court--London-SW1,57,2490368B,Bell-Peter,2,8,Casado/a,3,1961-12-20,Architectos-Decoradores-&-Humanistas
Mujer,Sur-Europa,Espana,Glta.-Puerta-de-Toledo--4--Madrid-28013,82,0917528B,Burguera-Liria-Natalia,4,7,Casado/a,9,1936-05-24,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,via-Aristofane--101-Roma,50,2359321P,Padilla-Valverde-Ruben,0,12,Soltero/a,16,1968-08-01,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,via-V.-Talli--154--Milano,74,1114169M,Montoro-Ortiz-Narciso,2,6,Casado/a,7,1945-01-03,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,197-2nd-Ave -New-York--NY-10011,45,3473455T,Thornton-Dorothy,3,10,Divorciado/a,17,1973-03-24,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,56-Upper-Ground--London-W2,62,1310728H,Howard-Edward,3,14,Casado/a,18,1956-03-30,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Paseo-de-las-Delicias--56--Madrid-28013,63,2490431A,Acedo-Gomez-FranciscoJavier,2,13,Divorciado/a,9,1955-11-04,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,125-Boulevard-Saint-Michel---75003-Paris,68,0852027S,Spencer-Flora,3,8,Divorciado/a,3,1951-01-01,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,158-New-Bond-St--London-W2,63,2424864L,Luc-Casa,NULL,10,NULL,5,1955-02-27,Alimentacion
Hombre,Sur-Europa,Espana,via-della-Pisana--370-Roma,76,2293796M,Mateo-Mir-Javier,0,8,Divorciado/a,3,1942-09-05,Ama-de-Casa
Empresa,Sur-Europa,Espana,Piazza-SS.Annunziata--3--Florencia,61,3801118R,Row-Pizzeria,NULL,8,NULL,11,1957-08-30,Alimentacion
Hombre,Sur-Europa,Espana,Piazzale-Suppercortemaggiore-4 --Milano,63,0000001R,Roca-Sacristan-Narciso,0,7,Soltero/a,4,1955-12-20,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,Via-delle-Terme-23r--Florencia,76,1900568C,Continental-Steakhouse,NULL,8,NULL,2,1942-10-01,Alimentacion
Hombre,Sur-Europa,Espana,via-Saturnia--18--Milano,59,1441792S,Saez-Abellan-Tomas,0,6,Soltero/a,9,1959-03-17,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,101-Avenue-des-Ternes---75001-Paris,50,0065554M,Mckean-Deborah,0,22,Soltero/a,16,1968-06-09,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,Klenzestr.-99--Munchen,76,3342358N,Nirlipth,NULL,7,NULL,1,1942-12-22,Catering
Hombre,Sur-Europa,Espana,Arenal--15--Madrid-28020,47,3014667G,Gonzalez-Herrera-Miguel,3,8,Casado/a,4,1971-03-13,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,14-Rue-Saint-Didier---75003-Paris,73,4063274M,Mckean-Charles,0,6,Soltero/a,3,1945-07-05,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Carrer-D-50-08017-Barcelona,43,2031673P,Piqueras-Nieto-Ines,0,7,Soltero/a,4,1975-08-31,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,90-Park-Ln.-(Marble-Arch)--London-SW1,76,1310726C,Canice,NULL,9,NULL,0,1942-12-19,Servicios
Hombre,Norte-Europa,Reino-Unido,31-Mount-View-Road--London-EC1,73,3080245R,Riggs-Gregory,4,22,Divorciado/a,23,1945-08-23,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,V.-Maroniti-29--Milano,49,3276841E,Espina-Castillo-Eduardo,2,6,Viudo/a,5,1969-09-28,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Via-Galvani--46--Milano,46,0589877C,Corrales-Diaz-Mario,2,7,Casado/a,13,1972-02-06,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,4-Claremont-Terrace--Liverpool-L3-5UX,54,3276814H,Holmes-Alexander,2,7,Divorciado/a,6,1964-05-21,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Baaderstr.-2--Munchen,47,1835019C,Cruise-Thomas,3,8,Casado/a,10,1971-07-11,Ama-de-Casa
Hombre,Sur-Europa,Espana,Aduana--19--Madrid-28018,66,1835035P,Pozo-Esteve-Carlos,0,11,Soltero/a,8,1952-10-15,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,12A-Newburgh-Street--London-NW1,79,3211310A,Adams-Donald,0,7,Divorciado/a,7,1939-05-21,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,C/-Primavera-89-08016-Barcelona,100,3801143C,Colomer-Costa-Jordi,0,8,Casado/a,10,1918-08-18,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,81-Winter-Street--Liverpool-L69-2DH,53,1769526N,Noma,NULL,10,NULL,6,1965-05-01,Catering
Hombre,Sur-Europa,Espana,via-della-Conciliazione--33-Roma,74,3866629C,Casado-Conesa-Daniel,3,8,Casado/a,4,1944-12-22,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,19-Rue-des-Pretres-Saint-Germain-l'Auxerrois---75003-Paris,41,1507360S,Sawyer-Jhon,0,7,Soltero/a,3,1977-08-19,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,15-Beauchamp-Place--London-SW1,80,0524323G,Green-Agatha,0,10,Casado/a,5,1938-12-09,Ama-de-Casa
Mujer,Sur-Europa,Espana,via-Vitelleschi--34-Roma,40,3342361M,Moreno-Muniesa-Natalia,0,6,Soltero/a,3,1978-11-06,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,4-Covent-Garden-Piazza--London-NW1,75,3407883L,Lights-Eileen,4,13,Divorciado/a,11,1943-09-01,Ama-de-Casa
Empresa,Norte-Europa,Reino-Unido,11-Thurloe-Place--London-EC1,60,1703981D,Downtown-Steakhouse,NULL,5,NULL,0,1958-02-05,Alimentacion
Hombre,Norteamerica,Estados-Unidos,402-Lafayette-St -New-York--NY-10004,67,2686982M,Mckinsey-Gregory,0,7,Divorciado/a,8,1951-02-07,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,100-Wardour-Street--London-NW1,43,0000016P,Prophet,NULL,12,NULL,14,1975-04-16,Catering
Mujer,Norte-Europa,Reino-Unido,18-Leinster-Terrace--London-SW1,102,2424835K,Kodan-Caroline,0,6,Divorciado/a,4,1916-11-24,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Oche-15--Florencia,71,0196627H,Hernandez-Borrell-Ernesto,1,8,Casado/a,10,1947-03-29,Ama-de-Casa
Mujer,Norteamerica,Estados-Unidos,17-E-River-Piers -New-York--NY-10017,83,0327688W,Wilkinson-Eileen,0,7,Soltero/a,7,1935-12-22,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Durnbraugasse-2--Munchen,66,0917560P,Parsons-Andrew,0,14,Soltero/a,12,1952-06-09,Ama-de-Casa
Hombre,Norte-Europa,Reino-Unido,Plinganserstrasse-142--Munchen,41,2097200M,Morgan-Cristopher,0,7,Casado/a,5,1977-10-02,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,Via-de-Amicis-32 --Milano,39,2490427P,Porta-Santamaria-Elena,0,7,Soltero/a,9,1979-05-29,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,999-11-St -Miami--FL-33015,81,1310760O,Oxley-Ernest,3,12,Casado/a,13,1937-08-22,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,136A-Lancaster-Road--(Notting-Hill-Gate)--London-SW1,62,1835028M,Marrion-Eileen,0,20,Casado/a,17,1956-06-28,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Leganitos--41--Madrid-28018,76,0000037M,Mateo-Mir-Ernesto,0,7,Divorciado/a,8,1942-10-10,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,145-2nd-Ave -New-York--NY-10008,79,3473432G,Griffin-Adrian,0,9,Soltero/a,8,1939-07-25,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Viale-Morgagni--19--Florencia,70,2555909A,Aguado-Blas-Agustin,0,6,Viudo/a,8,1948-07-28,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Via-Spallanzani-27 --Milano,58,1179710A,Aparicio-Arques-Ruben,2,16,Casado/a,13,1960-12-15,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,73-Rue-Boileau---75003-Paris,60,0852018I,Il-tio,NULL,18,NULL,6,1958-10-01,Servicios
Hombre,Norte-Europa,Reino-Unido,Copthorne-Road--London-EC1,63,2752517H,Hill-Alfred,2,6,Viudo/a,4,1955-05-14,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,126-Drury-Lane--Theatreland--London-W2,45,1966094S,Scanlon-Mark,0,9,Casado/a,8,1973-07-22,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,Bahnhofstr.-7--Munchen,79,3932179G,Grant-Esther,2,10,Casado/a,7,1939-02-16,Economistas-Abogados-&-Admin.Empresas
Empresa,Norteamerica,Estados-Unidos,463-W-Broadway -New-York--NY-10007,70,1245245M,Madhur,NULL,22,NULL,19,1948-11-26,Catering
Hombre,Norte-Europa,Reino-Unido,31-Commerce-Street--Liverpool-L69-7HY,85,2097207L,Lights-Henry,2,13,Casado/a,16,1933-10-31,Ama-de-Casa
Hombre,Sur-Europa,Espana,via-Sicilia--24-Roma,75,3866645C,Callejo-Valls-Javier,2,5,Casado/a,4,1943-06-10,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,55-Avenue-des-Ternes---75015-Paris,104,3145734C,Chellew-Alfred,0,11,Casado/a,9,1914-09-26,Ama-de-Casa
Mujer,Norte-Europa,Reino-Unido,184-Rue-de-Courcelles---75001-Paris,39,3735600H,Hunter-Elisabeth,0,11,Soltero/a,9,1979-12-11,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Corso-Garibaldi-84 --Milano,63,3145761A,Aguado-Blas-Narciso,1,7,Casado/a,5,1955-05-13,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Lancaster-Gate--London-EC1,66,3604497H,Howard-Michael,0,8,Casado/a,9,1952-06-25,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,32-Rue-Sainte-Anne---75001-Paris,56,1048602B,Barney-Denis,3,7,Casado/a,1,1962-05-01,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,26-Sussex-Place-(Lancaster-Gate)--London-SW1,70,0131122H,Hunter-Ernest,1,10,Soltero/a,8,1948-06-02,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,via-SS.-Quattro--35/c-Roma,64,2949148B,Brothers,NULL,10,NULL,8,1954-07-21,Servicios
Empresa,Norte-Europa,Reino-Unido,3-Rue-Ledion---75001-Paris,43,0458801N,Norma,NULL,50,NULL,18,1975-11-10,Catering
Hombre,Norte-Europa,Reino-Unido,160-Rue-du-Chateau---75001-Paris,83,0786482H,Hacker-Henry,2,27,Casado/a,24,1935-05-05,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,2601-W-Broward-Blvd -Fort-Lauderdale--FL-33032,45,2752557F,Foley-Gerald,3,8,Divorciado/a,7,1973-03-03,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,9-14-Bloomsbury-Street--London-EC1,86,2949124G,Grubb-Denis,0,10,Casado/a,12,1932-10-11,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Bisbe-Orbera-75-08026-Barcelona,68,0720924M,Mateo-Mir-Irene,1,6,Casado/a,5,1950-11-29,Doctores-&-Profesionales-de-la-Salud
Mujer,Norteamerica,Estados-Unidos,125-E-23rd-St-Fl-1 -New-York--NY-10015,41,2424847B,Burton-Judith,0,9,Soltero/a,2,1977-12-13,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,17811-Biscayne-Blvd -Miami--FL-33028,96,1376303G,Gormeley-Alexander,0,14,Casado/a,8,1922-10-13,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,143-Ebury-Street--London-W2,76,3014661K,Kodan-Olivia,3,9,Casado/a,8,1942-11-22,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,311-313-Fulham-Road--London-NW1,82,3014711J,Jones-Helen,2,9,Casado/a,2,1936-04-20,Doctores-&-Profesionales-de-la-Salud
